"","x","y"
"1",0,7.35
"2",0.0116324586977648,4.9
"3",0.0232649173955296,7.35
"4",0.0348973760932945,5.5125
"5",0.0465298347910593,7.35
"6",0.0581622934888241,7.35
"7",0.0697947521865889,7.35
"8",0.0814272108843537,7.35
"9",0.0930596695821186,7.35
"10",0.104692128279883,7.35
"11",0.116324586977648,7.35
"12",0.127957045675413,7.35
"13",0.139589504373178,7.35
"14",0.151221963070943,4.41
"15",0.162854421768707,4.41
"16",0.174486880466472,4.9
"17",0.186119339164237,4.9
"18",0.197751797862002,7.35
"19",0.209384256559767,7.35
"20",0.221016715257532,7.35
"21",0.232649173955296,7.35
"22",0.244281632653061,4.9
"23",0.255914091350826,0.29205298013245
"24",0.267546550048591,0.264071856287425
"25",0.279179008746356,0.259411764705882
"26",0.290811467444121,0.26094674556213
"27",0.302443926141885,0.2625
"28",0.31407638483965,0.26094674556213
"29",0.325708843537415,0.26094674556213
"30",0.33734130223518,0.26094674556213
"31",0.348973760932945,0.2625
"32",0.360606219630709,0.26094674556213
"33",0.372238678328474,0.26094674556213
"34",0.383871137026239,0.26094674556213
"35",0.395503595724004,0.2625
"36",0.407136054421769,0.26094674556213
"37",0.418768513119534,0.2625
"38",0.430400971817298,0.2625
"39",0.442033430515063,0.2625
"40",0.453665889212828,0.2625
"41",0.465298347910593,0.2625
"42",0.476930806608358,0.2625
"43",0.488563265306122,0.26566265060241
"44",0.500195724003887,0.264071856287425
"45",0.511828182701652,0.264071856287425
"46",0.523460641399417,0.2625
"47",0.535093100097182,0.2625
"48",0.546725558794947,0.2625
"49",0.558358017492711,0.264071856287425
"50",0.569990476190476,0.2625
"51",0.581622934888241,0.2625
"52",0.593255393586006,0.26094674556213
"53",0.604887852283771,0.2625
"54",0.616520310981535,0.2625
"55",0.6281527696793,0.264071856287425
"56",0.639785228377065,0.2625
"57",0.65141768707483,0.264071856287425
"58",0.663050145772595,0.2625
"59",0.67468260447036,0.264071856287425
"60",0.686315063168124,0.2625
"61",0.697947521865889,0.26566265060241
"62",0.709579980563654,0.26566265060241
